WELLNUM,DEPTH,SW,protocol,split_id,method,seed,alpha,target_coverage,pred,lower,upper,width,covered,method_label,local_calibration_frac,local_calibration_strategy,stress_curves,clip_intervals,setting
6,11369.75,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9658699733917594,0.3986277250000001,1.0,0.6013722749999999,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11398.62,0.117,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4422421711871869,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11456.04,0.109,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4427108168019887,0.0,0.9399202166666666,0.9399202166666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11484.91,0.097,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4427753481369731,0.0,0.9399202166666666,0.9399202166666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11513.45,0.206,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6528015899622106,0.0571542735294117,1.0,0.9428457264705884,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11542.32,0.131,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4433155198402699,0.0,0.9399202166666666,0.9399202166666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11570.87,0.135,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4427753481369731,0.0,0.9399202166666666,0.9399202166666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11628.61,0.44,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6964643632606946,0.1177776333333332,1.0,0.8822223666666668,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11657.15,0.346,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6521242971779191,0.0595636090413942,1.0,0.9404363909586058,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11686.02,0.572,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.8468232506619234,0.2638050333333334,1.0,0.7361949666666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11714.89,0.202,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6500796880133578,0.0601784499999999,1.0,0.93982155,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11772.31,0.403,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6882409636778124,0.1040781833333333,1.0,0.8959218166666667,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11800.85,0.225,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4575391966261252,0.0,0.9629395499999996,0.9629395499999996,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11829.72,0.327,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4896939718133707,0.0,1.0,1.0,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11858.6,0.185,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6633828664531103,0.079891906043956,1.0,0.920108093956044,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11916.01,0.814,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.95500928219402,0.4086227595238095,1.0,0.5913772404761904,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11944.88,0.23,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6465717180947974,0.0538009794117648,1.0,0.9461990205882352,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,11973.42,0.222,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6318801864246473,0.0359640461538462,1.0,0.9640359538461536,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12002.3,0.426,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6403124554993825,0.0536313794117648,1.0,0.9463686205882352,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12059.71,0.099,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4422421711871869,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12088.58,0.098,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4417611191038536,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12117.13,0.099,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4564143593462371,0.0,0.97961955,0.97961955,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12146.0,0.102,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4434124952844091,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12203.41,0.098,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4417611191038536,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12232.28,0.104,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.440375673056845,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12260.83,0.104,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4408567251401784,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12289.7,0.102,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.440375673056845,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12347.11,0.101,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4427567808483822,0.0,0.9399202166666666,0.9399202166666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12375.98,0.096,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4422421711871869,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12404.86,0.096,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4433320239039378,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12433.4,0.103,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4433320239039378,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12490.81,0.119,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.440375673056845,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12519.68,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9821338988615188,0.4677212192307692,1.0,0.5322787807692307,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12548.56,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9741013321468074,0.4162778176470589,1.0,0.583722182352941,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12577.1,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9717918577459316,0.4160210333333334,1.0,0.5839789666666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12634.51,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9923547793707596,0.537902968382353,1.0,0.462097031617647,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12663.39,0.979,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9908399657399786,0.5316612833333333,1.0,0.4683387166666667,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12692.26,0.412,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6694424059527297,0.0857232625,1.0,0.9142767375,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12720.8,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9940366513124564,0.5380276722222223,1.0,0.4619723277777777,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12749.67,0.899,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9510817479894778,0.4089854500000001,1.0,0.5910145499999999,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12807.09,0.07,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4586293101807608,0.0,0.97961955,0.97961955,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12835.96,0.108,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4406896359036388,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12864.5,0.115,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4450843573211333,0.0,0.9462847636752136,0.9462847636752136,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12893.37,0.109,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4567993449029831,0.0,0.97961955,0.97961955,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12950.79,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9945393494068931,0.546512022757353,1.0,0.453487977242647,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,12979.66,0.105,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4550612014665353,0.0,0.9760762656862744,0.9760762656862744,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13008.53,0.111,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4592764244152105,0.0,0.9846198873809524,0.9846198873809524,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13037.07,0.119,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4553832699668665,0.0,0.9760762656862744,0.9760762656862744,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13094.49,0.123,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4616123620131985,0.0,1.0,1.0,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13123.36,0.142,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4421566572618761,0.0,0.9396293833333332,0.9396293833333332,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13152.23,0.183,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.663798472534497,0.0680951880952381,1.0,0.931904811904762,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13180.77,0.174,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.6651325896289519,0.0705951348739497,1.0,0.9294048651260504,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13238.52,0.124,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4580038314349123,0.0,0.97961955,0.97961955,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13267.06,0.598,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.8690115941180615,0.3003540798076923,1.0,0.6996459201923076,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13295.93,0.112,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4516687172796859,0.0,0.985819566868132,0.985819566868132,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13324.47,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.97707415894407,0.436127748136646,1.0,0.563872251863354,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13382.22,0.605,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.753419261981694,0.1435952576923077,1.0,0.8564047423076923,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13410.76,0.468,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.730132513288586,0.1473659586580087,1.0,0.8526340413419913,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13439.63,0.335,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.8293441678108678,0.2161750214285714,1.0,0.7838249785714285,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13468.5,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9773325754096628,0.4368279499999999,1.0,0.56317205,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13525.92,0.356,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4565028759195332,0.0,0.9870388769047616,0.9870388769047616,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13554.46,0.478,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4689003255194844,0.0,1.0,1.0,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13583.33,0.278,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4430960454206155,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13612.21,0.399,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4616123620131985,0.0,1.0,1.0,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13669.62,0.466,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.446959121770815,0.0,0.985819566868132,0.985819566868132,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13698.49,0.368,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4447916235696229,0.0,0.956775896098901,0.956775896098901,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13727.03,0.301,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4579852641463213,0.0,0.9846198873809524,0.9846198873809524,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13755.91,0.12,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4595747362349964,0.0,0.9846198873809524,0.9846198873809524,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13813.32,0.131,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4449214959926129,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13842.19,0.13,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4610343359006815,0.0,0.9870485935714284,0.9870485935714284,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13870.74,0.172,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.63855364185221,0.0357854083333334,1.0,0.9642145916666666,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13899.61,0.14,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4580038314349123,0.0,0.97961955,0.97961955,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13928.48,0.191,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4616050069384415,0.0,0.97961955,0.97961955,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,13985.89,0.427,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.8361681158438771,0.2033252302197802,1.0,0.7966747697802198,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,14014.44,0.127,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4433505911925287,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,14043.31,0.13,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9259754379165176,0.3669982625000001,1.0,0.6330017374999999,False,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,14072.18,0.084,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4587442901879879,0.0,0.9846198873809524,0.9846198873809524,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,14129.59,0.175,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.4449214959926129,0.0,0.9405187166666664,0.9405187166666664,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,14158.14,0.168,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.5906981486093705,0.0,1.0,1.0,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,14187.01,1.0,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,1.0,0.57785545,1.0,0.4221445499999999,True,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
6,14215.88,0.313,LOWO_LOCAL_CAL,LOWO_LOCAL_6,wl_pcqr,42,0.1,0.9,0.9653634926183514,0.3952387955882354,1.0,0.6047612044117646,False,WL-PCQR,0.2,stratified,"RDEP_LOG10,RMED_LOG10",True,RDEP_LOG10 + RMED_LOG10 hidden
